(163, 75163, 0.3132678132678133)
(163, 3263, 0.2713833157338965)
(166, 35592, 0.29831223628691983)
(170, 28719, 0.28976377952755905)
(171, 28571, 0.332312404287902)
(177, 39140, 0.24164065983058403)
(179, 23890, 0.3862864901561439)
(180, 3681, 0.26458333333333334)
(180, 26989, 0.2412199630314233)
(180, 89774, 0.19735099337748344)
(180, 1973, 0.21559633027522937)
(183, 73863, 0.2731660231660232)
(187, 47961, 0.22384615384615383)
(191, 66624, 0.35528455284552846)
(191, 68335, 0.3215746421267894)
(191, 20177, 0.3468286099865047)
(191, 96465, 0.28679464805119254)
(191, 53267, 0.2665466006303467)
(191, 73300, 0.262620533182076)
(191, 506, 0.3193612774451098)
(191, 29884, 0.37144745538664903)
(193, 82914, 0.3305168986083499)
(206, 2308, 0.21455576559546313)
(229, 42401, 0.303970223325062)
(229, 44454, 0.3991468616697136)
(229, 85100, 0.37177985948477754)
(229, 20029, 0.3786361468764902)
(229, 78911, 0.32169459962756053)
(232, 10977, 0.3438177874186551)
(252, 32552, 0.3453695836873407)
(252, 88637, 0.2611232676878191)
(252, 98551, 0.2591549295774648)
(253, 24866, 0.28412874583795783)
(264, 15296, 0.3333333333333333)
(264, 87278, 0.3103825136612022)
(264, 103215, 0.2967557251908397)
(264, 35283, 0.27150837988826815)
(264, 100249, 0.23565158676569886)
(277, 19376, 0.39271781534460337)
(277, 29866, 0.41294642857142855)
(283, 24714, 0.3310387984981227)
(283, 14226, 0.4272128749085589)
(283, 19235, 0.4418238993710692)
(283, 93479, 0.3330786860198625)
(283, 76717, 0.34529791816223976)
(283, 48430, 0.4634920634920635)
(283, 11694, 0.3663510560815732)
(283, 78647, 0.38898163606010017)
(283, 89533, 0.4267990074441687)
(283, 51009, 0.31382978723404253)
(283, 55873, 0.4234782608695652)
(283, 17739, 0.40183847669074196)
(283, 13007, 0.36441647597254007)
(283, 91217, 0.39788997739261495)
(283, 26333, 0.370242214532872)
(283, 24926, 0.40956521739130436)
(283, 92256, 0.3291828793774319)
(283, 81387, 0.39819318971507994)
(283, 29939, 0.38677918424753865)
(283, 3701, 0.4042407660738714)
(283, 97660, 0.3976006855184233)
(283, 30206, 0.37912813738441214)
(283, 22783, 0.40036563071297987)
(285, 89617, 0.21565495207667731)
(285, 13391, 0.2235142118863049)
(291, 29124, 0.3213660245183888)
(291, 51077, 0.3139984532095901)
(291, 14502, 0.3035175879396985)
(291, 84103, 0.26403940886699506)
(291, 88678, 0.2533081285444234)
(291, 84521, 0.35407066052227343)
(291, 15024, 0.3828326180257511)
(291, 58545, 0.3925798101811907)
(291, 27633, 0.29102384291725103)
(291, 96722, 0.33049403747870526)
(291, 8980, 0.2037871956717764)
(291, 56287, 0.2357910906298003)
(307, 78402, 0.3631211857018309)
(307, 58054, 0.3603174603174603)
(312, 75076, 0.2783068783068783)
(323, 40830, 0.35122336227308604)
(325, 23974, 0.18460111317254174)
(325, 86926, 0.20600858369098712)
(335, 57221, 0.2692725298588491)
(335, 35625, 0.2898876404494382)
(335, 68811, 0.2739273927392739)
(335, 72877, 0.2775330396475771)
(337, 3114, 0.29018136335209505)
(337, 37967, 0.28084314941103533)
(337, 100566, 0.29858657243816256)
(337, 21783, 0.2588508415554266)
(343, 27625, 0.3575)
(343, 102013, 0.349002849002849)
(351, 5138, 0.2787750791974657)
(354, 62928, 0.2852193995381062)
(354, 8592, 0.3202959830866808)
(354, 100647, 0.33029612756264237)
(360, 69470, 0.2984822934232715)
(360, 65127, 0.3213283442469598)
(363, 34848, 0.25303643724696356)
(363, 62530, 0.24845360824742269)
(373, 94007, 0.31454272863568217)
(373, 38031, 0.4231759656652361)
(377, 75204, 0.307920059215396)
(377, 24793, 0.2653352353780314)
(377, 45143, 0.34307692307692306)
(378, 42620, 0.3801546391752577)
(378, 78269, 0.4498291394843119)
(379, 88642, 0.3136563876651982)
(398, 103257, 0.17305801376597837)
(398, 66043, 0.336464560204953)
(398, 31495, 0.2947019867549669)
(400, 13939, 0.2801358234295416)
(401, 35527, 0.20341614906832298)
(403, 89737, 0.2565110565110565)
(414, 4930, 0.41974025974025975)
(414, 12611, 0.43969555035128804)
(414, 8002, 0.47953391096504333)
(414, 44359, 0.44083823153590596)
(414, 24168, 0.44956140350877194)
(414, 88423, 0.4452226113056528)
(414, 99433, 0.44644339883753115)
(414, 81870, 0.371481596040829)
(414, 9018, 0.44716870986573265)
(414, 38299, 0.48596587782058337)
(415, 50403, 0.28370786516853935)
(416, 69737, 0.25910364145658266)
(423, 103144, 0.2941810344827586)
(431, 83329, 0.17080745341614906)
(435, 80121, 0.25940138142747504)
(436, 77120, 0.35620300751879697)
(436, 52614, 0.32954545454545453)
(436, 5067, 0.31785063752276865)
(436, 94399, 0.30659025787965616)
(440, 5332, 0.3622994652406417)
(445, 1771, 0.32073643410852715)
(445, 8686, 0.3257443082311734)
(448, 83654, 0.25925925925925924)
(453, 52257, 0.3017190278601067)
(453, 10211, 0.38636363636363635)
(453, 86213, 0.4030327214684757)
(453, 74887, 0.3544034090909091)
(453, 78733, 0.3536776212832551)
(453, 61459, 0.35095137420718814)
(453, 19062, 0.3669008587041374)
(453, 30839, 0.3348247576435496)
(453, 88537, 0.3774471417384495)
(463, 70146, 0.2905317769130999)
(481, 52040, 0.23648029330889092)
(482, 41899, 0.29850746268656714)
(493, 23476, 0.24011713030746706)
(502, 85137, 0.2621082621082621)
(502, 99295, 0.26136363636363635)
(503, 13098, 0.2423076923076923)
(506, 66624, 0.354012137559002)
(506, 68335, 0.37370892018779345)
(506, 20177, 0.31884875846501126)
(506, 96465, 0.3119218910585817)
(506, 53267, 0.39557522123893807)
(506, 73300, 0.35247629083245524)
(506, 29884, 0.3377630121816168)
(506, 191, 0.3193612774451098)
(511, 67848, 0.3020176544766709)
(519, 78424, 0.3583215464403583)
(519, 84177, 0.33810888252148996)
(519, 17652, 0.3495233772128915)
(527, 95962, 0.32298136645962733)
(527, 95970, 0.3855421686746988)
(529, 48920, 0.3028720626631854)
(529, 39978, 0.30099728014505894)
(530, 68646, 0.2840172786177106)
(533, 32768, 0.35883905013192613)
(533, 55814, 0.2919051512673753)
(533, 20761, 0.3515625)
(533, 7722, 0.31691919191919193)
(533, 17754, 0.3547058823529412)
(533, 49554, 0.3418928833455613)
(533, 50804, 0.38461538461538464)
(533, 82261, 0.2461890243902439)
(533, 95061, 0.2876404494382023)
(533, 72408, 0.29605650382577986)
(533, 59929, 0.26957637997432604)
(533, 60762, 0.37750716332378226)
(533, 4476, 0.2759581881533101)
(533, 68349, 0.3190639269406393)
(533, 66655, 0.36477572559366755)
(534, 30946, 0.26330150068212826)
(537, 29794, 0.38860688099266777)
(537, 78467, 0.35027932960893854)
(537, 97450, 0.32825880114176975)
(537, 30669, 0.37517241379310345)
(537, 44494, 0.31941544885177453)
(537, 85168, 0.42017326732673266)
(537, 29840, 0.34212218649517684)
(537, 95166, 0.25944767441860467)
(538, 77057, 0.3777372262773723)
(550, 34938, 0.3098471986417657)
(551, 59205, 0.29817324690630526)
(551, 95325, 0.24910179640718563)
(551, 34494, 0.27989821882951654)
(569, 60555, 0.29050543221539915)
(570, 77705, 0.34046242774566476)
(570, 90012, 0.3307291666666667)
(575, 8105, 0.3452274754683318)
(575, 64317, 0.3530249110320285)
(575, 34454, 0.41098169717138106)
(589, 67553, 0.27889634601043994)
(589, 82137, 0.29693486590038315)
(589, 70038, 0.3237885462555066)
(593, 100439, 0.3007518796992481)
(594, 76388, 0.35030864197530864)
(594, 59718, 0.3433312061263561)
(594, 72815, 0.36042638241172553)
(596, 21334, 0.2336206896551724)
(601, 1618, 0.24598269468479605)
(602, 58410, 0.275177304964539)
(604, 95392, 0.3870146403564608)
(620, 105, 0.2853828306264501)
(652, 67268, 0.3001215066828676)
(652, 82789, 0.2937655860349127)
(652, 62023, 0.39338452451269934)
(652, 58695, 0.3080444735120994)
(652, 58729, 0.3116883116883117)
(652, 10841, 0.3593519882179676)
(652, 35889, 0.33863080684596575)
(652, 75289, 0.303236797274276)
(652, 55743, 0.3347921225382932)
(653, 60708, 0.22264875239923224)
(653, 36847, 0.3183779119930975)
(660, 102426, 0.3723129836629407)
(661, 39076, 0.33524904214559387)
(661, 80007, 0.3944223107569721)
(672, 59376, 0.29508196721311475)
(677, 86033, 0.3132530120481928)
(680, 93012, 0.27721221613155833)
(683, 18190, 0.2587185725871857)
(692, 15425, 0.399157134256472)
(692, 60805, 0.3269349845201238)
(692, 7449, 0.4070847851335656)
(692, 13289, 0.40589417280643003)
(692, 29387, 0.3309659090909091)
(692, 13037, 0.2813127930341594)
(692, 54350, 0.3521311475409836)
(692, 53551, 0.31952117863720075)
(692, 25392, 0.3544465770953295)
(692, 60302, 0.3244929797191888)
(692, 77168, 0.3606991525423729)
(692, 88916, 0.36825790452572843)
(692, 100088, 0.27983104540654696)
(692, 79896, 0.3554858934169279)
(692, 54043, 0.3025210084033613)
(718, 11980, 0.31376518218623484)
(718, 75692, 0.26047658175842237)
(718, 2903, 0.2887139107611549)
(718, 16031, 0.344914718888187)
(719, 48020, 0.29133858267716534)
(724, 57145, 0.24548192771084337)
(731, 99798, 0.38727609635577515)
(734, 4281, 0.23799582463465555)
(734, 64191, 0.28649237472766886)
(736, 54490, 0.2975206611570248)
(738, 23761, 0.31629392971246006)
(738, 43095, 0.30482977038796516)
(748, 12452, 0.3630981746423286)
(748, 31659, 0.21178555604785113)
(748, 96625, 0.4052788420604513)
(748, 26686, 0.28393524283935245)
(754, 84414, 0.29989440337909185)
(756, 90044, 0.23594132029339854)
(759, 4535, 0.34942716857610473)
(759, 100675, 0.3866242038216561)
(759, 2661, 0.316676700782661)
(759, 21511, 0.27844782380702676)
(759, 101288, 0.3961407491486947)
(759, 101544, 0.3826086956521739)
(759, 82698, 0.39195979899497485)
(759, 68349, 0.3507025761124122)
(763, 103, 0.26626506024096386)
(764, 45302, 0.24496124031007752)
(769, 82538, 0.3094688221709007)
(769, 83116, 0.32616238723108953)
(770, 33405, 0.28162291169451076)
(773, 14627, 0.36562707365627073)
(773, 40070, 0.35818601076095313)
(773, 87979, 0.32756324900133155)
(773, 29074, 0.3472012102874433)
(773, 23540, 0.36803874092009686)
(773, 5501, 0.31566068515497553)
(773, 30108, 0.30982905982905984)
(773, 73693, 0.35534816941852115)
(781, 62393, 0.2725060827250608)
(781, 26239, 0.2302025782688766)
(782, 72000, 0.38082402772429724)
(782, 82603, 0.4049489395129615)
(782, 70652, 0.30636550308008215)
(783, 32672, 0.43885230479774223)
(783, 48130, 0.42272529386155855)
(783, 65961, 0.34993997599039617)
(783, 3115, 0.3995498030388295)
(783, 1805, 0.42940125111706884)
(783, 21774, 0.45957224830464266)
(783, 35855, 0.4326872708224201)
(783, 87949, 0.4397828232971372)
(783, 79055, 0.3447488584474886)
(783, 13459, 0.41961231470923605)
(783, 19988, 0.3641720683559222)
(783, 98739, 0.3867871259175607)
(783, 65591, 0.46313253012048194)
(783, 58839, 0.36228160328879755)
(783, 71032, 0.4223504721930745)
(783, 79006, 0.3425679275439531)
(784, 64900, 0.3939193654990086)
(784, 67415, 0.3467153284671533)
(791, 55611, 0.3309143686502177)
(799, 52613, 0.296931877275091)
(799, 57641, 0.2880886426592798)
(799, 101326, 0.32447735191637633)
(799, 19055, 0.3104265402843602)
(799, 27633, 0.36061246040126715)
(799, 33653, 0.3360805860805861)
(799, 59928, 0.28287707997852923)
(799, 58587, 0.2533539731682147)
(799, 77023, 0.3220164609053498)
(808, 7501, 0.25216450216450215)
(810, 80784, 0.21755253399258342)
(835, 98068, 0.3345959595959596)
(836, 30167, 0.3697646589549262)
(838, 36398, 0.3682200152788388)
(838, 7762, 0.35883905013192613)
(838, 93447, 0.3304448295782785)
(839, 28575, 0.3)
(839, 92082, 0.24008069939475454)
(839, 24046, 0.3074484944532488)
(840, 88397, 0.3344594594594595)
(844, 57349, 0.33578431372549017)
(856, 76680, 0.3271650629163583)
(860, 5882, 0.2958418541240627)
(860, 62405, 0.27557251908396946)
(864, 20935, 0.3076923076923077)
(877, 45022, 0.32261768082663606)
(887, 92256, 0.2503097893432466)
(889, 78240, 0.29659442724458207)
(889, 91666, 0.27110117384013416)
(889, 17006, 0.2767106842737095)
(903, 69804, 0.28754813863928114)
(910, 90931, 0.25928338762214986)
(913, 18600, 0.24166666666666667)
(919, 76554, 0.3587474472430225)
(919, 56299, 0.3672039243167484)
(919, 91754, 0.27563722584469474)
(919, 1840, 0.24851288830138796)
(919, 26074, 0.22095897182402371)
(919, 69906, 0.30115057528764383)
(919, 36377, 0.3005932762030323)
(919, 15450, 0.25283630470016205)
(919, 86013, 0.2571921749136939)
(920, 37249, 0.3063943161634103)
(920, 43873, 0.24462809917355371)
(920, 14727, 0.29292107404393813)
(920, 68267, 0.2368647717484927)
(920, 10320, 0.21217494089834515)
(920, 97617, 0.2541743970315399)
(920, 85693, 0.24586776859504134)
(920, 54302, 0.2513611615245009)
(928, 71249, 0.26133076181292186)
(932, 78787, 0.3407473309608541)
(938, 11516, 0.268630849220104)
(940, 93619, 0.24338624338624337)
(940, 62395, 0.3199608610567515)
(940, 56723, 0.337573385518591)
(941, 89830, 0.3333333333333333)
(941, 35359, 0.25616921269095183)
(941, 84402, 0.2860927152317881)
(941, 84255, 0.27091633466135456)
(950, 26094, 0.37409024745269287)
(950, 76502, 0.33411488862837047)
(950, 93406, 0.28125)
(954, 100735, 0.34990791896869244)
(955, 94755, 0.2917063870352717)
(955, 85124, 0.2679496669133975)
(955, 58700, 0.29121863799283154)
(955, 101679, 0.28456474030724216)
(955, 55890, 0.26032660902977905)
(955, 13300, 0.2655325443786982)
(955, 8469, 0.24083044982698962)
(955, 4278, 0.2828282828282828)
(955, 81177, 0.2921974522292994)
(955, 26492, 0.27969018932874357)
(955, 66046, 0.25378514780100936)
(959, 27713, 0.2719708788351534)
(971, 84711, 0.3278260869565217)
(983, 35020, 0.25071063104036384)
(987, 87686, 0.2678062678062678)
(998, 48480, 0.19846153846153847)
(998, 90244, 0.2588597842835131)
(998, 83498, 0.3601108033240997)
(998, 11664, 0.24426450742240216)
(998, 89301, 0.18711656441717792)
(998, 3193, 0.35650623885918004)
(998, 37214, 0.2602921646746348)
(1005, 27555, 0.25029655990510086)
(1005, 36932, 0.23348017621145375)
(1005, 27626, 0.26593959731543626)
(1005, 69081, 0.26412918108419836)
(1005, 58621, 0.2619324796274738)
(1007, 55480, 0.31403940886699505)
(1016, 64129, 0.2743142144638404)
(1016, 12710, 0.34201954397394135)
(1016, 56232, 0.28401360544217685)
(1016, 37576, 0.2862862862862863)
(1016, 26443, 0.3263254113345521)
(1016, 39468, 0.38717067583046966)
(1016, 37138, 0.31234567901234567)
(1016, 49396, 0.29801829268292684)
(1016, 60822, 0.3630077787381158)
(1016, 8055, 0.35449299258037925)
(1016, 77659, 0.29459241323648105)
(1016, 45500, 0.257661038148843)
(1016, 49951, 0.3492822966507177)
(1017, 30430, 0.3041125541125541)
(1018, 89582, 0.22899728997289973)
(1025, 28574, 0.3097040605643496)
(1036, 70826, 0.2927461139896373)
(1040, 82686, 0.3390016456390565)
(1045, 44501, 0.2571001494768311)
(1045, 38549, 0.27518796992481204)
(1046, 81105, 0.2722772277227723)
(1046, 55790, 0.2664714494875549)
(1058, 54125, 0.24891774891774893)
(1062, 29506, 0.34477124183006536)
(1062, 94534, 0.3353808353808354)
(1062, 92679, 0.3646982478909799)
(1062, 71852, 0.349825378346915)
(1071, 2665, 0.2523850823937554)
(1071, 18361, 0.28721174004192873)
(1090, 76720, 0.20670897552130554)
(1109, 99889, 0.26222222222222225)
(1112, 26434, 0.3235724743777452)
(1112, 48264, 0.35193452380952384)
(1112, 51112, 0.35993485342019543)
(1112, 81103, 0.3105998356614626)
(1112, 11961, 0.28963153384747214)
(1112, 30777, 0.3847305389221557)
(1112, 11263, 0.2950680272108844)
(1118, 11455, 0.2444933920704846)
(1118, 67363, 0.2706766917293233)
(1118, 25631, 0.27031019202363366)
(1122, 98939, 0.3211192538307795)
(1134, 20747, 0.24960505529225907)
(1143, 1892, 0.2927962819519752)
(1143, 57674, 0.3587360594795539)
(1143, 39129, 0.3235294117647059)
(1143, 78777, 0.2826825127334465)
(1146, 94353, 0.28768699654775604)
(1146, 65539, 0.22116402116402117)
(1146, 33580, 0.2708860759493671)
(1150, 77430, 0.2317351598173516)
(1151, 100581, 0.2760342368045649)
(1161, 17078, 0.1628643852978454)
(1170, 83469, 0.4025717111770524)
(1171, 95779, 0.3635057471264368)
(1171, 79429, 0.3553338449731389)
(1171, 87046, 0.3470496894409938)
(1171, 74097, 0.41848617176128095)
(1171, 47538, 0.2772211088844355)
(1171, 12564, 0.29475587703435807)
(1171, 100635, 0.376040999359385)
(1171, 64219, 0.30082796688132474)
(1185, 22274, 0.35746951219512196)
(1193, 40248, 0.28017397607828926)
(1225, 11363, 0.3207150368033649)
(1225, 21571, 0.2842686292548298)
(1225, 36772, 0.2594644506001847)
(1225, 72718, 0.27917981072555204)
(1232, 74552, 0.29633401221995925)
(1245, 41377, 0.2924242424242424)
(1247, 37584, 0.32184950135992746)
(1247, 28786, 0.25042444821731746)
(1254, 28079, 0.30368098159509205)
(1254, 92430, 0.32331902718168815)
(1255, 20959, 0.2795477903391572)
(1256, 8193, 0.2686230248306998)
(1256, 86852, 0.22077922077922077)
(1260, 93634, 0.25316455696202533)
(1260, 58595, 0.3044461190655614)
(1260, 80105, 0.3314037626628075)
(1260, 58996, 0.3316796598157335)
(1272, 17625, 0.26787057938299474)
(1272, 43640, 0.26026119402985076)
(1275, 19769, 0.2327718223583461)
(1282, 57747, 0.2549019607843137)
(1288, 45902, 0.22604422604422605)
(1288, 102336, 0.2674772036474164)
(1305, 34537, 0.3565450284566455)
(1320, 87112, 0.27569331158238175)
(1324, 35770, 0.4387678437265214)
(1324, 92258, 0.3304949441192123)
(1324, 38532, 0.329971181556196)
(1324, 37177, 0.42877094972067037)
(1324, 67882, 0.4683291770573566)
(1324, 94666, 0.2730077120822622)
(1324, 19981, 0.35299219427580225)
(1324, 61261, 0.37734241908006816)
(1324, 83500, 0.3376324274527867)
(1324, 9772, 0.4651946107784431)
(1324, 6961, 0.38860103626943004)
(1324, 45560, 0.3857209086694483)
(1324, 79896, 0.4193877551020408)
(1324, 22522, 0.3318540433925049)
(1324, 93020, 0.27045696068012753)
(1340, 15788, 0.3353884093711467)
(1340, 89355, 0.3779244151169766)
(1342, 101839, 0.2638888888888889)
(1344, 81753, 0.3125845737483085)
(1346, 87046, 0.3101010101010101)
(1358, 41696, 0.27056110684089163)
(1359, 68637, 0.2767857142857143)
(1364, 27689, 0.29945553539019965)
(1364, 85534, 0.17089678510998307)
(1372, 97186, 0.41046459179070816)
(1372, 19147, 0.4656992084432718)
(1378, 13127, 0.3770491803278688)
(1378, 83672, 0.332378223495702)
(1378, 53298, 0.345648090169067)
(1378, 54483, 0.3313008130081301)
(1378, 95413, 0.3333333333333333)
(1378, 70743, 0.28370786516853935)
(1378, 89880, 0.29960835509138384)
(1399, 96214, 0.23789473684210527)
(1401, 4641, 0.4016212232866618)
(1401, 84131, 0.45366218236173395)
(1401, 99655, 0.2997870074547391)
(1401, 79592, 0.3857415658816041)
(1401, 32169, 0.41163946061036194)
(1401, 49354, 0.36172917991099807)
(1401, 62473, 0.4162062615101289)
(1401, 31788, 0.3594864479315264)
(1401, 44660, 0.3378474697077691)
(1401, 19861, 0.4446096654275093)
(1401, 84661, 0.3908472479901051)
(1401, 66203, 0.2824631860776439)
(1401, 38685, 0.23394131641554322)
(1401, 23997, 0.38058252427184464)
(1404, 14397, 0.3092885375494071)
(1411, 72731, 0.3269565217391304)
(1411, 24325, 0.3277674706246135)
(1411, 18351, 0.35797665369649806)
(1413, 43867, 0.13892215568862276)
(1414, 35033, 0.23956262425447317)
(1419, 33918, 0.31231380337636544)
(1424, 63580, 0.3010697911360163)
(1427, 95202, 0.3146517213771017)
(1427, 42534, 0.3453355155482815)
(1427, 70247, 0.257372654155496)
(1427, 10957, 0.2822878228782288)
(1427, 32083, 0.2815854665565648)
(1427, 67773, 0.3060156931124673)
(1441, 21076, 0.34668989547038326)
(1441, 93209, 0.3726480036714089)
(1444, 4969, 0.1942257217847769)
(1447, 77153, 0.38149466192170817)
(1447, 74983, 0.3466860888565186)
(1447, 141, 0.34827044025157233)
(1447, 85807, 0.3347857661583152)
(1447, 24689, 0.3864150943396226)
(1447, 35602, 0.39561332250203085)
(1447, 36663, 0.38821752265861026)
(1448, 38844, 0.2697095435684647)
(1451, 74625, 0.23145071982281284)
(1451, 74370, 0.2850729517396184)
(1451, 24554, 0.2340627973358706)
(1451, 80878, 0.19193020719738277)
(1451, 35123, 0.317545748116254)
(1451, 52884, 0.28825622775800713)
(1451, 21976, 0.22182680901542112)
(1451, 88735, 0.2545454545454545)
(1462, 39351, 0.2820823244552058)
(1472, 55020, 0.27927927927927926)
(1472, 24402, 0.27811004784689)
(1472, 52243, 0.3594936708860759)
(1472, 81782, 0.4462605250123824)
(1472, 80063, 0.377475947934352)
(1486, 35496, 0.27020602218700474)
(1486, 38145, 0.31906906906906907)
(1486, 2292, 0.3445575567736883)
(1490, 92416, 0.35066864784546803)
(1490, 70560, 0.4064128256513026)
(1513, 97377, 0.3094867807153966)
(1513, 31174, 0.31516587677725116)
(1522, 52746, 0.3064312736443884)
(1522, 15342, 0.32306639288158795)
(1524, 66696, 0.3581707707067477)
(1524, 57914, 0.3048729695960017)
(1529, 50530, 0.312242090784044)
(1529, 68324, 0.3754166666666667)
(1529, 14438, 0.3491686460807601)
(1541, 10512, 0.3489561141883255)
(1542, 69092, 0.34312007011393514)
(1542, 6436, 0.37083860092709653)
(1542, 42122, 0.4488836662749706)
(1542, 76079, 0.3949408404732762)
(1542, 27732, 0.40097121054457163)
(1542, 95735, 0.39054219323277617)
(1542, 5368, 0.3510230179028133)
(1542, 87449, 0.4332281808622503)
(1542, 62301, 0.36439195100612426)
(1550, 73569, 0.34660320207702294)
(1554, 36260, 0.2999494183105716)
(1554, 45510, 0.25888324873096447)
(1554, 50024, 0.34743875278396436)
(1554, 16648, 0.38645980253878703)
(1554, 64083, 0.3562855337965888)
(1554, 39929, 0.3488372093023256)
(1560, 85066, 0.20569620253164558)
(1561, 32405, 0.2529411764705882)
(1575, 46728, 0.22795869737887212)
(1585, 39107, 0.2190721649484536)
(1585, 101740, 0.28110599078341014)
(1585, 26388, 0.1909892262487757)
(1588, 63443, 0.20108108108108108)
(1593, 26656, 0.30686695278969955)
(1593, 102553, 0.32429614181439)
(1593, 37195, 0.2487852283770651)
(1593, 64881, 0.33582787652011226)
(1593, 3770, 0.3020833333333333)
(1596, 73940, 0.25)
(1597, 25032, 0.3128919860627178)
(1597, 96872, 0.34530175706646293)
(1598, 82809, 0.36598493003229277)
(1598, 57710, 0.34270833333333334)
(1618, 601, 0.24598269468479605)
(1624, 8157, 0.4222048475371384)
(1624, 89742, 0.34805194805194806)
(1632, 37426, 0.2764175257731959)
(1632, 22051, 0.2804232804232804)
(1632, 3469, 0.24059040590405903)
(1633, 53969, 0.33906071019473083)
(1633, 39517, 0.31777777777777777)
(1633, 38222, 0.3953732912723449)
(1638, 89788, 0.3016116653875672)
(1650, 94125, 0.24688899950223991)
(1656, 53553, 0.25478468899521534)
(1661, 45114, 0.3687074829931973)
(1661, 9212, 0.3473511742217368)
(1661, 4526, 0.3361581920903955)
(1662, 35515, 0.3400745077168707)
(1664, 46085, 0.315)
(1664, 3398, 0.3209677419354839)
(1664, 36621, 0.33693693693693694)
(1664, 72335, 0.2752902155887231)
(1664, 9840, 0.3094405594405594)
(1676, 31398, 0.2714440825190011)
(1681, 26605, 0.3575794621026895)
(1681, 58623, 0.378877400295421)
(1682, 41281, 0.23736600306278713)
(1687, 95892, 0.29379157427937913)
(1687, 29690, 0.26450892857142855)
(1687, 72084, 0.3468057366362451)
(1694, 47274, 0.34875749785775495)
(1694, 27444, 0.37510442773600666)
(1694, 87319, 0.34664861205145564)
(1694, 57914, 0.3535836177474403)
(1694, 42047, 0.3489030431705591)
(1698, 97248, 0.33385826771653543)
(1698, 78369, 0.27615062761506276)
(1698, 93061, 0.20478325859491778)
(1698, 7718, 0.29654255319148937)
(1698, 90569, 0.24489795918367346)
(1698, 78099, 0.2890625)
(1698, 19996, 0.20818291215403129)
(1698, 87935, 0.1856060606060606)
(1714, 24637, 0.31671554252199413)
(1715, 82501, 0.27527216174183516)
(1715, 102254, 0.2711571675302245)
(1722, 89548, 0.3138500635324015)
(1738, 77603, 0.36080983369486624)
(1739, 91632, 0.40913740197749743)
(1739, 33282, 0.32747853239656516)
(1739, 68098, 0.31743486973947893)
(1749, 19364, 0.22234762979683972)
(1749, 101170, 0.31878958479943703)
(1749, 30997, 0.24661354581673306)
(1749, 6229, 0.28523614726664187)
(1751, 30889, 0.2743055555555556)
(1751, 84747, 0.31019283746556475)
(1771, 445, 0.32073643410852715)
(1773, 66150, 0.4216454456415279)
